COMPOSITOR,QUANTIDADE_DO,QUANTIDADE_DO_SUST,QUANTIDADE_RE,QUANTIDADE_RE_SUST,QUANTIDADE_MI,QUANTIDADE_FA,QUANTIDADE_FA_SUST,QUANTIDADE_SOL,QUANTIDADE_SOL_SUST,QUANTIDADE_LA,QUANTIDADE_LA_SUST,QUANTIDADE_SI,MEDIA_INTERVALOS,MEDIA_CONTORNO,2_NOTAS_SEGUIDAS,3_NOTAS_SEGUIDAS,MEDIA_DURACAO_NOTAS,MEDIA_DURACAO_PAUSAS,INT_HARM_1,INT_HARM_2,INT_HARM_3,INT_HARM_4,INT_HARM_5,INT_HARM_6,INT_HARM_7,INT_HARM_8,INT_HARM_9,INT_HARM_10,INT_HARM_11,INT_HARM_12,NOTA_DURACAO_<0.5,NOTA_DURACAO_0.5-1,NOTA_DURACAO_1-2,NOTA_DURACAO_2-4,NOTA_DURACAO_>4,PAUSA_DURACAO_<0.5,PAUSA_DURACAO_0.5-1,PAUSA_DURACAO_1-2,PAUSA_DURACAO_2-4,PAUSA_DURACAO_>4
Franz Schubert,355,526,418,309,335,918,520,274,261,447,483,264,-0.0016456390565002,0.0588315962698848,925,414,0.528509072626734,0.7089165370658382,107,562,1975,1672,1832,782,2003,994,1943,634,53,4065,4407,1640,967,249,30,516,478,167,113,12
Franz Schubert,143,203,137,121,30,219,96,133,93,84,205,60,0.0017368649587494,0.0021710811984368,78,11,0.315791377314815,0.3259890325107716,29,77,239,440,290,166,158,164,222,40,20,235,1869,375,60,0,0,630,199,22,0,0
Robert Schumann,395,147,211,74,297,311,61,270,123,299,207,137,-0.0083018867924528,0.0118238993710691,196,54,0.464432427900738,0.5472996216030271,223,396,1110,670,754,729,716,599,969,327,99,1262,2333,1047,546,44,6,601,188,124,53,3
Robert Schumann,133,13,146,130,16,81,50,145,52,63,76,35,-0.0160067396798652,-0.0092670598146588,4,0,0.4576318742985411,0.4405982905982913,60,49,104,82,132,65,147,112,176,63,24,372,781,176,221,10,0,236,116,38,0,0
Robert Schumann,45,4,48,49,4,37,23,43,8,39,49,4,-0.0241448692152917,-0.0724346076458752,17,0,0.5732931726907629,0.8626760563380284,28,50,102,75,95,79,102,77,139,67,16,183,232,111,151,4,0,57,42,20,23,0
Robert Schumann,2,18,26,4,22,4,10,17,4,31,2,12,-0.0374331550802139,-0.0160427807486631,0,0,0.4454787234042553,0.5104166666666666,0,2,56,35,29,20,27,29,35,8,11,47,94,69,25,0,0,21,21,6,0,0
Robert Schumann,0,2,0,0,4,0,4,0,0,0,0,0,-0.1715481171548117,-0.0460251046025104,2,0,0.65625,0.4166666666666667,0,62,122,88,130,20,126,58,112,12,0,230,92,58,84,6,0,90,24,6,6,0
Robert Schumann,16,17,27,0,25,8,30,19,6,79,8,17,-0.0235546038543897,0.2226980728051391,5,0,0.4734686609686609,0.4473684210526316,11,53,113,105,90,47,80,44,99,21,16,270,197,234,27,10,0,18,16,3,1,0
Robert Schumann,53,3,39,1,29,66,3,40,0,46,31,4,-0.0479797979797979,0.0656565656565656,0,0,1.0661209068010076,1.0823863636363635,3,24,96,102,131,35,203,63,147,33,18,222,8,228,77,77,7,3,20,53,12,0
Robert Schumann,156,21,51,5,155,150,14,109,44,226,72,126,0.019543973941368,0.0317589576547231,3,0,0.3433685923515053,0.2631578947368421,0,3,88,83,47,7,68,66,89,4,4,306,892,288,49,0,0,178,10,2,0,0
Robert Schumann,38,4,16,2,14,6,0,38,0,6,2,0,-0.0614886731391585,-0.1003236245954692,34,0,1.1725806451612903,0.75,0,32,122,62,204,30,116,102,122,52,6,216,0,50,182,78,0,2,48,52,0,0
Robert Schumann,34,0,62,0,32,0,24,82,0,28,0,38,-0.0107238605898123,0.4638069705093833,0,0,0.560160427807488,0.5117994100294988,0,14,52,75,50,12,92,22,61,13,0,124,228,50,88,8,0,85,4,24,0,0
Robert Schumann,237,62,305,180,75,247,94,216,58,226,364,22,-0.0127614321162708,0.0634526763559021,18,2,0.590302386014647,0.7242695883134129,30,121,300,305,327,185,302,377,418,145,58,1291,882,1466,337,137,0,201,145,111,45,0
Robert Schumann,63,2,24,1,24,46,6,20,0,27,25,2,-0.1149732620320855,0.0695187165775401,0,0,0.7702222222222221,0.5281531531531531,0,38,113,110,105,68,126,88,103,46,21,155,2,215,143,15,0,4,137,7,0,0
Robert Schumann,12,16,37,4,30,0,46,34,8,37,0,24,0.0,0.0560747663551401,20,6,0.6711344211344212,0.7946666666666666,2,44,53,95,118,62,111,68,101,82,8,169,99,204,98,28,0,8,84,15,18,0
Robert Schumann,11,2,14,4,22,0,11,12,2,13,3,15,-0.1124260355029585,-0.1124260355029585,2,0,1.5750000000000015,0.8105263157894737,10,8,26,15,33,23,41,29,97,20,1,39,41,16,24,80,9,38,8,40,9,0
Robert Schumann,20,12,31,4,56,4,35,42,2,22,6,65,0.0140449438202247,0.0308988764044943,1,0,0.3312324929971988,0.35,0,6,15,12,25,40,38,14,17,12,10,52,317,10,26,4,0,101,32,12,0,0
Robert Schumann,102,62,135,70,8,117,36,90,27,71,91,28,-0.0130494505494505,0.0034340659340659,57,2,0.627259208419132,0.48901234567901,140,233,207,134,148,168,286,215,287,135,38,803,680,436,217,120,4,393,190,92,0,0
Robert Schumann,25,0,75,1,27,8,6,48,0,23,6,56,-0.0595744680851063,0.0085106382978723,0,0,0.54723991507431,0.50375,11,27,188,144,188,76,118,89,128,42,10,153,174,209,76,12,0,117,53,22,8,0
Robert Schumann,3,6,22,3,12,12,9,18,9,29,12,3,0.0180658873538788,0.1190223166843783,3,0,0.3535031847133743,0.3267045454545454,121,176,429,190,212,209,160,155,159,90,83,372,791,100,51,0,0,549,142,13,0,0
Robert Schumann,99,4,170,39,68,57,32,139,24,96,71,33,-0.0206528980679546,0.111925383077948,63,26,0.6699955614735907,0.531539701733172,0,61,197,156,206,119,399,174,244,101,14,1141,783,410,164,145,0,449,268,79,31,0
Robert Schumann,133,36,205,134,29,140,65,184,69,135,202,21,0.0086687306501548,-0.0544891640866873,5,0,0.6823948019801983,0.8378260869565217,3,40,233,142,153,193,227,274,300,106,46,459,495,580,463,78,0,128,267,81,99,0
Robert Schumann,29,17,9,3,18,0,55,14,17,21,1,112,0.0056657223796034,0.0566572237960339,13,0,0.6059322033898306,0.5636363636363636,7,29,131,99,136,33,115,89,68,30,34,163,145,101,99,9,0,26,12,17,0,0
Robert Schumann,46,5,65,47,4,84,16,37,13,32,75,7,0.0,-0.0352733686067019,15,1,0.9304577464788728,1.343792172739541,43,126,153,80,139,117,103,132,156,103,36,305,196,198,107,51,16,47,90,59,32,19
Robert Schumann,0,38,4,102,24,12,50,22,48,0,48,73,-0.0727699530516431,-0.2417840375586854,9,0,0.3493364558938329,0.2934782608695652,1,8,59,33,50,40,40,34,57,27,11,75,281,143,3,0,0,21,2,0,0,0
Robert Schumann,42,0,12,0,6,28,0,12,0,20,18,0,0.0769230769230769,0.0226244343891402,26,4,0.6779279279279279,0.5784313725490197,0,20,39,56,59,30,46,45,61,6,0,76,0,173,49,0,0,8,39,2,2,0
Piotr Ilitch Tchaikovski,70,13,154,51,26,41,48,140,4,74,78,4,0.0302734375,0.1044921875,7,0,0.8019512195121952,0.9933774834437086,8,62,411,252,210,250,333,154,296,102,33,380,56,556,330,73,10,81,113,47,60,1
Piotr Ilitch Tchaikovski,27,120,25,54,163,12,118,40,124,92,30,221,-0.0252679938744257,-0.0773353751914242,19,4,0.4371971435858203,0.5941666666666666,25,77,300,265,308,99,311,183,232,65,8,485,882,321,40,60,4,284,125,44,47,0
Piotr Ilitch Tchaikovski,25,24,71,11,21,33,2,23,25,69,28,9,-0.0172661870503597,0.0330935251798561,100,11,0.5915948275862069,0.4191616766467065,1,134,291,212,177,162,235,142,175,129,48,163,237,314,136,9,0,162,156,12,4,0
Piotr Ilitch Tchaikovski,41,62,41,32,139,31,47,28,85,88,24,85,0.0175600739371534,0.1229205175600739,9,0,0.6814404432132966,0.5482283464566929,28,79,252,238,268,124,442,180,258,93,36,409,287,461,261,74,0,271,99,115,23,0
Piotr Ilitch Tchaikovski,105,94,32,180,106,97,54,58,130,27,104,67,0.0190300798035604,-0.0773480662983425,23,0,1.0372699386503068,0.8268261964735516,0,141,575,494,465,401,430,320,526,242,73,717,57,489,846,238,0,97,67,201,32,0
Piotr Ilitch Tchaikovski,29,82,122,12,54,20,111,78,13,97,34,71,-0.0161104718066743,0.1357882623705408,31,1,0.7687739463601533,0.7393750000000001,12,79,230,191,269,95,230,161,264,82,10,254,295,294,242,23,16,178,123,74,13,12
Piotr Ilitch Tchaikovski,98,4,45,59,0,20,11,57,16,39,106,9,0.0099009900990099,0.0721357850070721,0,0,0.7282250470809751,0.475371120107962,2,43,240,288,239,109,374,137,220,103,21,511,359,148,114,86,1,183,34,16,14,0
Piotr Ilitch Tchaikovski,19,5,17,16,18,2,41,17,5,12,37,38,-0.0186823992133726,0.0275319567354965,117,49,0.5620497707923997,0.440923317683881,2,112,387,417,234,80,297,425,238,85,2,1085,573,210,211,24,0,271,106,41,6,2
Piotr Ilitch Tchaikovski,20,108,61,13,96,36,151,101,44,74,59,179,-0.0155844155844155,-0.0409090909090909,57,6,0.7727666017737399,0.4401073936389921,19,96,521,279,299,274,314,419,471,133,12,494,575,499,341,126,0,546,162,69,30,0
Piotr Ilitch Tchaikovski,24,39,76,7,85,63,24,68,13,83,44,13,-0.0178306092124814,0.0193164933135215,38,0,0.8086053412462898,0.8788343558282209,12,108,175,231,216,124,253,185,191,143,45,234,279,113,189,93,0,68,26,39,30,0
Piotr Ilitch Tchaikovski,11,11,67,5,0,9,36,56,0,21,54,2,-0.0289156626506024,0.016867469879518,14,3,0.5206330128205129,0.531084656084656,20,72,228,190,170,50,156,138,66,59,45,143,184,147,82,3,0,35,79,10,2,0
Piotr Ilitch Tchaikovski,48,75,160,29,183,46,94,106,58,182,72,75,-0.0187793427230046,-0.0234741784037558,16,2,0.5764075067024129,0.5084388185654009,12,173,322,296,209,145,420,316,243,144,17,513,518,551,393,30,0,174,237,58,5,0
